form type,comm_id,Trans_id_number,E_links_act_blue,71_is_ind,_ind,Packager,Name1,Name2,Name3 ,Name4,name5,address,adress_extra,city,state,zipcode,presidential_campaign,unkown,Date,donation_amt,donation_to_date_total,unkown2,employer,job_position,unkown4,unkown5,,,,,,,,,,,,,,,,,
SA17A,C00659938,640502E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190521,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,618068,618068E,SA17A,IND,,Addessi,Jamie,,,,7 Pheasant Way,,South Burlington,VT,54037897,P2020,,20190601,20,640,,N/A,Not Employed,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,618068E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190602,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,678639,678639E,SA17A,IND,,Adusumalli,Jasvant,,,,324 Brandon Way,,Austin,TX,787333282,P2020,,20190629,500,500,,Austin Maternal-Fetal Medicine,Perinatologist,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,678639E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190630,500,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,618804,618804E,SA17A,IND,,Advani,Sameer,,,,2333 Belford Dr,,Walnut Creek,CA,945983415,P2020,,20190530,20,218.43,,N/A,Not Employed,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,618804E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190530,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,648945,648945E,SA17A,IND,,Advani,Sameer,,,,2333 Belford Dr,,Walnut Creek,CA,945983415,P2020,,20190614,20,238.43,,N/A,Not Employed,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,648945E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190616,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,656981,656981E,SA17A,IND,,Advani,Sameer,,,,2333 Belford Dr,,Walnut Creek,CA,945983415,P2020,,20190624,14,252.43,,N/A,Not Employed,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,656981E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190624,14,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,675991,675991E,SA17A,IND,,Advani,Sameer,,,,2333 Belford Dr,,Walnut Creek,CA,945983415,P2020,,20190630,1000,1252.43,,N/A,Not Employed,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,675991E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190630,1000,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,623861,,,IND,,Agatone,Domenico,,,,96 Delp Rd,,Lancaster,PA,176013948,P2020,,20190604,37.95,237.95,,Fulton Financial Corporation,Vp It Service Delivery,,,,,,,,,,,,,,,,,,,
SA17A,C00659938,607115,607115E,SA17A,IND,,Aguila,A.J.,,,,109 Grand Ave,Apt 1D,Englewood,NJ,76313529,P2020,,20190529,250,500,,Revere Energy Group,Renewable Energy Consultant,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,607115E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190529,250,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,639420,639420E,SA17A,IND,,Aguisky,Daniel,,,,12340 Alameda Trace Cir,Apt 1610,Austin,TX,787277116,P2020,,20190520,100,250,,Indeed,Software Engineer,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,639420E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190520,100,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,605361,605361E,SA17A,IND,,Ai,Samantha,,,,40 Boroughwood Pl,,Hillsborough,CA,940106713,P2020,,20190525,680,680,,N/A,Not Employed,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,605361E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190526,680,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,622225,,,IND,,Alami,Zachary,,,,4741 Lake Calabay Dr,,Orlando,FL,328375438,P2020,,20190521,146.92,207.08,,Sport Auto Group,Sales,,,,,,,,,,,,,,,,,,,
SA17A,C00659938,614167,614167E,SA17A,IND,,Alanouf,John,,,,1541 Orchard Dr,,Newport Beach,CA,926601313,P2020,,20190607,35,233.43,,Self-Employed,Salon Owner,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,614167E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190609,35,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,679016,679016E,SA17A,IND,,Alanouf,John,,,,1541 Orchard Dr,,Newport Beach,CA,926601313,P2020,,20190629,35,268.43,,Self-Employed,Salon Owner,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,679016E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190630,35,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,656402,656402E,SA17A,IND,,Albert,Brian,,,,12215 36Th St SE,,Lowell,MI,493319509,P2020,,20190624,100,238.06,,Sonus Hearing,Marketing Director,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,656402E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190624,100,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,604417,604417E,SA17A,IND,,Allan,Sara,,,,925 Federal Ave E,,Seattle,WA,981024530,P2020,,20190526,500,500,,Bill & Melinda Gates Foundation,Education,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,604417E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190526,500,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,585861,585861E,SA17A,IND,,Allec,Roger,,,,12257 Caminita Pl,,Las Vegas,NV,891386050,P2020,,20190408,500,500,,Tecno Consultores,Consultant,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,585861E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190414,500,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,604198,,,IND,,Allec,Roger,,,,12257 Caminita Pl,,Las Vegas,NV,891386050,P2020,,20190510,100,600,,Tecno Consultores,Consultant,,,,,,,,,,,,,,,,,,,
SA17A,C00659938,613681,613681E,SA17A,IND,,Allen,Bruce,,,,7557 Upper 24Th St N,,Saint Paul,MN,551285025,P2020,,20190607,35,208.16,,Bluecross Blueshield,Software Engineer,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,613681E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190609,35,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,676528,676528E,SA17A,IND,,Allen,Bruce,,,,7557 Upper 24Th St N,,Saint Paul,MN,551285025,P2020,,20190628,75,283.16,,Bluecross Blueshield,Software Engineer,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,676528E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190630,75,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,590557,590557E,SA17A,IND,,Allen,Jessica,,,,809 Holland Dr,,Crowley,TX,760362724,P2020,,20190414,20,256.06,,Self-Employed,Digital Marketing,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,590557E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190414,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,579889,579889E,SA17A,IND,,Allen,Jessica,,,,809 Holland Dr,,Crowley,TX,760362724,P2020,,20190430,20,276.06,,Self-Employed,Digital Marketing,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,579889E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190430,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,625914,625914E,SA17A,IND,,Allen,Jessica,,,,809 Holland Dr,,Crowley,TX,760362724,P2020,,20190504,10,306.06,,Self-Employed,Digital Marketing,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,625914E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190505,10,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,625915,625915E,SA17A,IND,,Allen,Jessica,,,,809 Holland Dr,,Crowley,TX,760362724,P2020,,20190504,20,306.06,,Self-Employed,Digital Marketing,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,625915E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190505,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,629830,629830E,SA17A,IND,,Allen,Jessica,,,,809 Holland Dr,,Crowley,TX,760362724,P2020,,20190507,17.76,323.82,,Self-Employed,Digital Marketing,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,629830E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190507,17.76,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,637055,637055E,SA17A,IND,,Allen,Jessica,,,,809 Holland Dr,,Crowley,TX,760362724,P2020,,20190519,20,343.82,,Self-Employed,Digital Marketing,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,637055E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190519,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,619411,619411E,SA17A,IND,,Allen,Jessica,,,,809 Holland Dr,,Crowley,TX,760362724,P2020,,20190604,5,348.82,,Self-Employed,Digital Marketing,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,619411E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190604,5,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,614508,614508E,SA17A,IND,,Allen,Jessica,,,,809 Holland Dr,,Crowley,TX,760362724,P2020,,20190605,20,368.82,,Self-Employed,Digital Marketing,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,614508E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190605,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,652350,652350E,SA17A,IND,,Allen,Jessica,,,,809 Holland Dr,,Crowley,TX,760362724,P2020,,20190620,20,388.82,,Self-Employed,Digital Marketing,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,652350E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190620,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,671471,671471E,SA17A,IND,,Allen,Jessica,,,,809 Holland Dr,,Crowley,TX,760362724,P2020,,20190628,35,443.82,,Self-Employed,Digital Marketing,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,671471E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190630,35,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,671472,671472E,SA17A,IND,,Allen,Jessica,,,,809 Holland Dr,,Crowley,TX,760362724,P2020,,20190630,20,443.82,,Self-Employed,Digital Marketing,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,671472E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190630,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,636707,636707E,SA17A,IND,,Allen,Kelli,,,,2302 Shattuck Ave,,Casper,WY,826015026,P2020,,20190519,50,218.29,,N/A,Not Employed,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,636707E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190519,50,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,604760,604760E,SA17A,IND,,Allen,Morgan,,,,Clashenure,,Ovens,Co,P31XN40,P2020,,20190524,50,215,,MeetingRoom,Software Engineer,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,604760E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190526,50,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,648840,648840E,SA17A,IND,,Allen,Morgan,,,,Clashenure,,Ovens,Co,P31XN40,P2020,,20190615,5,220,,MeetingRoom,Software Engineer,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,648840E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190616,5,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,655959,655959E,SA17A,IND,,Allen,Morgan,,,,Clashenure,,Ovens,Co,P31XN40,P2020,,20190624,25,245,,MeetingRoom,Software Engineer,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,655959E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190624,25,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,619110,619110E,SA17A,IND,,Almeida,Filipe,,,,425 Broadway,Apt 426,Santa Monica,CA,904012368,P2020,,20190604,1000,2650,,Snap,Software Engineer,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,619110E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190604,1000,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,619111,619111E,SA17A,IND,,Almeida,Filipe,,,,425 Broadway,Apt 426,Santa Monica,CA,904012368,P2020,,20190604,1000,2650,,Snap,Software Engineer,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,619111E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190604,1000,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,612721,612721E,SA17A,IND,,Almeida,Filipe,,,,425 Broadway,Apt 426,Santa Monica,CA,904012368,P2020,,20190609,100,2750,,Snap,Software Engineer,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,612721E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190609,100,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,633067,633067E,SA17A,IND,,Altaras,Elizabeth,,,,20505 31St Dr SE,,Bothell,WA,980121408,P2020,,20190513,50,241.13,,Griffin Underwriting Services,Underwriter,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,633067E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190513,50,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,644453,644453E,SA17A,IND,,Altaras,Elizabeth,,,,20505 31St Dr SE,,Bothell,WA,980121408,P2020,,20190613,50,291.13,,Griffin Underwriting Services,Underwriter,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,644453E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190613,50,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,652269,652269E,SA17A,IND,,Altobelli,Mark,,,,6910 Grenoble St,,Tujunga,CA,910421910,P2020,,20190620,500,500,,California Institute Of Technology JPL,Engineer,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,652269E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190620,500,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,665540,,,IND,,Altobelli,Mark,,,,6910 Grenoble St,,Tujunga,CA,910421910,P2020,,20190626,63.43,563.43,,California Institute Of Technology JPL,Engineer,,,,,,,,,,,,,,,,,,,
SA17A,C00659938,620980,,,IND,,Alvarez,Milo,,,,339 Palomar Dr,,Daly City,CA,940153958,P2020,,20190507,87.35,235.46,,Live Nation,Entertainment Security Officer,,,,,,,,,,,,,,,,,,,
SA17A,C00659938,630009,630009E,SA17A,IND,,Alvarez,Milo,,,,339 Palomar Dr,,Daly City,CA,940153958,P2020,,20190507,17.76,235.46,,Live Nation,Entertainment Security Officer,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,630009E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190507,17.76,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,634187,634187E,SA17A,IND,,Alvarez,Milo,,,,339 Palomar Dr,,Daly City,CA,940153958,P2020,,20190516,20,255.46,,Live Nation,Entertainment Security Officer,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,634187E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190516,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,581235,581235E,SA17A,IND,,Andersen,Joseph,,,,86 N University Ave,Apt 601,Provo,UT,846014464,P2020,,20190401,20,200.78,,JELCO,Property Managment,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,581235E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190407,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,628054,628054E,SA17A,IND,,Andersen,Joseph,,,,86 N University Ave,Apt 601,Provo,UT,846014464,P2020,,20190501,20,220.78,,JELCO,Property Managment,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,628054E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190505,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,615734,615734E,SA17A,IND,,Andersen,Joseph,,,,86 N University Ave,Apt 601,Provo,UT,846014464,P2020,,20190601,20,240.78,,JELCO,Property Managment,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,615734E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190602,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,640983,640983E,SA17A,IND,,Anderson,Nicole,,,,241 Robles Dr,,Santa Cruz,CA,950609690,P2020,,20190522,20,203.43,,Pacific Collegiate School,Teacher,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,640983E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190522,20,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
SA17A,C00659938,646115,646115E,SA17A,IND,,Anderson,Nicole,,,,241 Robles Dr,,Santa Cruz,CA,950609690,P2020,,20190612,75,278.43,,Pacific Collegiate School,Teacher,,,,,,,,,,,,,,,,,,,* Earmarked Contribution: See Below
SA17A,C00659938,646115E,,,PAC,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,21440031,P2020,,20190612,75,2162936.35,,,Conduit total listed in Agg. field,C00401224,ActBlue,,,,,,,,,,,,,,,,X,Note: Above Contribution earmarked through this organization.
